protein,go_term
Q14994,GO:0000785
Q14994,GO:0000977
Q14994,GO:0000978
Q14994,GO:0000981
Q14994,GO:0001228
Q14994,GO:0001649
Q14994,GO:0003700
Q14994,GO:0004879
Q14994,GO:0005634
Q14994,GO:0005654
Q14994,GO:0005737
Q14994,GO:0005829
Q14994,GO:0005856
Q14994,GO:0006351
Q14994,GO:0007165
Q14994,GO:0008270
Q14994,GO:0030154
Q14994,GO:0030522
Q14994,GO:0045944
Q14994,GO:1990837
Q08289,GO:0005245
Q08289,GO:0005262
Q08289,GO:0005886
Q08289,GO:0005891
Q08289,GO:0006816
Q08289,GO:0007268
Q08289,GO:0007528
Q08289,GO:0030315
Q08289,GO:0045933
Q08289,GO:0051015
Q08289,GO:0051928
Q08289,GO:0070509
Q08289,GO:0070588
Q08289,GO:0072659
Q08289,GO:0086045
Q08289,GO:0086091
Q08289,GO:0098684
Q08289,GO:0098793
Q08289,GO:0098912
Q08289,GO:0099626
Q08289,GO:1904879
Q08289,GO:1990454
Q13936,GO:0002520
Q13936,GO:0005245
Q13936,GO:0005516
Q13936,GO:0005737
Q13936,GO:0005886
Q13936,GO:0005891
Q13936,GO:0007204
Q13936,GO:0007507
Q13936,GO:0008331
Q13936,GO:0010881
Q13936,GO:0014069
Q13936,GO:0016020
Q13936,GO:0030018
Q13936,GO:0030425
Q13936,GO:0035115
Q13936,GO:0043010
Q13936,GO:0043204
Q13936,GO:0045762
Q13936,GO:0045933
Q13936,GO:0046872
Q13936,GO:0051393
Q13936,GO:0060402
Q13936,GO:0061337
Q13936,GO:0061577
Q13936,GO:0070588
Q13936,GO:0086002
Q13936,GO:0086007
Q13936,GO:0086012
Q13936,GO:0086045
Q13936,GO:0086056
Q13936,GO:0086064
Q13936,GO:0086091
Q13936,GO:0098703
Q13936,GO:0098839
Q13936,GO:0098911
Q13936,GO:0098912
Q13936,GO:1990454
Q8TET4,GO:0004558
Q8TET4,GO:0005975
Q8TET4,GO:0006491
Q8TET4,GO:0030246
Q9H244,GO:0001609
Q9H244,GO:0001621
Q9H244,GO:0005085
Q9H244,GO:0005886
Q9H244,GO:0006930
Q9H244,GO:0007186
Q9H244,GO:0007193
Q9H244,GO:0007200
Q9H244,GO:0007599
Q9H244,GO:0009986
Q9H244,GO:0016020
Q9H244,GO:0019722
Q9H244,GO:0021801
Q9H244,GO:0030030
Q9H244,GO:0030032
Q9H244,GO:0030168
Q9H244,GO:0031253
Q9H244,GO:0033626
Q9H244,GO:0033630
Q9H244,GO:0044298
Q9H244,GO:0045028
Q9H244,GO:0048678
Q9H244,GO:0050920
Q9H244,GO:0050921
Q9H244,GO:0051897
Q9H244,GO:0070527
Q9H244,GO:0071318
Q9H244,GO:0150063
Q9H244,GO:1900029
Q9H244,GO:1904139
Q9H244,GO:1904141
Q9H252,GO:0005242
Q9H252,GO:0005886
Q9H252,GO:0034702
Q9H252,GO:0060307
Q9H252,GO:0071805
Q9H252,GO:0086013
Q9H252,GO:0086091
Q9NPA2,GO:0004222
Q9NPA2,GO:0005615
Q9NPA2,GO:0005886
Q9NPA2,GO:0006508
Q9NPA2,GO:0006954
Q9NPA2,GO:0008270
Q9NPA2,GO:0016020
Q9NPA2,GO:0030198
Q9NPA2,GO:0030574
Q9NPA2,GO:0031012
Q9NPA2,GO:0035579
Q9NPA2,GO:0098552
Q9Y478,GO:0005634
Q9Y478,GO:0005654
Q9Y478,GO:0005737
Q9Y478,GO:0005788
Q9Y478,GO:0005829
Q9Y478,GO:0006633
Q9Y478,GO:0007165
Q9Y478,GO:0019901
Q9Y478,GO:0031588
Q9Y478,GO:0031669
Q9Y478,GO:0120162
Q9NS40,GO:0005242
Q9NS40,GO:0005886
Q9NS40,GO:0006813
Q9NS40,GO:0020037
Q9NS40,GO:0034702
Q9NS40,GO:0042391
Q9NS40,GO:0071805
Q9Y233,GO:0004114
Q9Y233,GO:0004115
Q9Y233,GO:0004118
Q9Y233,GO:0005829
Q9Y233,GO:0006198
Q9Y233,GO:0007165
Q9Y233,GO:0010754
Q9Y233,GO:0030552
Q9Y233,GO:0030553
Q9Y233,GO:0046069
Q9Y233,GO:0046872
Q9Y233,GO:0047555
Q9Y233,GO:0098978
Q9Y233,GO:0141162
Q9P0X4,GO:0005245
Q9P0X4,GO:0005886
Q9P0X4,GO:0005891
Q9P0X4,GO:0007165
Q9P0X4,GO:0008331
Q9P0X4,GO:0098703
Q9UHC9,GO:0005886
Q9UHC9,GO:0006695
Q9UHC9,GO:0008431
Q9UHC9,GO:0015485
Q9UHC9,GO:0015918
Q9UHC9,GO:0016324
Q9UHC9,GO:0030299
Q9UHC9,GO:0030301
Q9UHC9,GO:0030659
Q9UHC9,GO:0031267
Q9UHC9,GO:0031489
Q9UHC9,GO:0042157
Q9UHC9,GO:0042360
Q9UHC9,GO:0042632
Q9UHC9,GO:0042803
Q9UHC9,GO:0051180
Q9UHC9,GO:0071501
Q9BQB6,GO:0005783
Q9BQB6,GO:0005788
Q9BQB6,GO:0005789
Q9BQB6,GO:0006805
Q9BQB6,GO:0007596
Q9BQB6,GO:0017187
Q9BQB6,GO:0042373
Q9BQB6,GO:0047057
Q9BQB6,GO:0047058
Q9BQB6,GO:0048038
Q9BQB6,GO:0060348
Q9H093,GO:0000287
Q9H093,GO:0004674
Q9H093,GO:0005524
Q9H093,GO:0006468
Q9H093,GO:0006915
Q9H093,GO:0030036
Q9H093,GO:0034504
Q9H093,GO:0035330
Q9H093,GO:0042149
Q9H093,GO:0043066
Q9H093,GO:0106310
Q9HAW8,GO:0001889
Q9HAW8,GO:0004857
Q9HAW8,GO:0005080
Q9HAW8,GO:0005783
Q9HAW8,GO:0005789
Q9HAW8,GO:0006805
Q9HAW8,GO:0008194
Q9HAW8,GO:0008210
Q9HAW8,GO:0009407
Q9HAW8,GO:0015020
Q9HAW8,GO:0016125
Q9HAW8,GO:0019585
Q9HAW8,GO:0019899
Q9HAW8,GO:0042178
Q9HAW8,GO:0042803
Q9HAW8,GO:0045922
Q9HAW8,GO:0046982
Q9HAW8,GO:0051552
Q9HAW8,GO:0071385
Q9HAW9,GO:0001889
Q9HAW9,GO:0001972
Q9HAW9,GO:0004857
Q9HAW9,GO:0005496
Q9HAW9,GO:0005504
Q9HAW9,GO:0005783
Q9HAW9,GO:0005789
Q9HAW9,GO:0006631
Q9HAW9,GO:0006805
Q9HAW9,GO:0008194
Q9HAW9,GO:0008202
Q9HAW9,GO:0008210
Q9HAW9,GO:0009804
Q9HAW9,GO:0009812
Q9HAW9,GO:0015020
Q9HAW9,GO:0016125
Q9HAW9,GO:0019899
Q9HAW9,GO:0042573
Q9HAW9,GO:0042803
Q9HAW9,GO:0045922
Q9HAW9,GO:0045939
Q9HAW9,GO:0046982
Q9HAW9,GO:0051552
Q9HAW9,GO:0071385
Q9UK17,GO:0001508
Q9UK17,GO:0005250
Q9UK17,GO:0005886
Q9UK17,GO:0006813
Q9UK17,GO:0006936
Q9UK17,GO:0007268
Q9UK17,GO:0008016
Q9UK17,GO:0008076
Q9UK17,GO:0042383
Q9UK17,GO:0043025
Q9UK17,GO:0043197
Q9UK17,GO:0045211
Q9UK17,GO:0046872
Q9UK17,GO:0051260
Q9UK17,GO:0051262
Q9UK17,GO:0071805
Q9UK17,GO:0086008
Q9UK17,GO:0086009
Q9UK17,GO:0086013
Q9UK17,GO:0086091
Q9UK17,GO:0097623
Q9UK17,GO:0098915
Q9UK17,GO:0098982
Q9UK17,GO:0099625
Q9UK17,GO:0099634
Q9HC97,GO:0002548
Q9HC97,GO:0002931
Q9HC97,GO:0004930
Q9HC97,GO:0004950
Q9HC97,GO:0005741
Q9HC97,GO:0005886
Q9HC97,GO:0007010
Q9HC97,GO:0007186
Q9HC97,GO:0007193
Q9HC97,GO:0007204
Q9HC97,GO:0010667
Q9HC97,GO:0016494
Q9HC97,GO:0030593
Q9HC97,GO:0061756
Q9HC97,GO:0070098
Q9HC97,GO:1901386
Q9NY47,GO:0005245
Q9NY47,GO:0005886
Q9NY47,GO:0005891
Q9NY47,GO:0046872
Q9NY47,GO:0048787
Q9NY47,GO:0098696
Q9NY47,GO:0098982
Q9Y251,GO:0004566
Q9Y251,GO:0005576
Q9Y251,GO:0005615
Q9Y251,GO:0005634
Q9Y251,GO:0005654
Q9Y251,GO:0005764
Q9Y251,GO:0005765
Q9Y251,GO:0005886
Q9Y251,GO:0006029
Q9Y251,GO:0007160
Q9Y251,GO:0010575
Q9Y251,GO:0030194
Q9Y251,GO:0030200
Q9Y251,GO:0030202
Q9Y251,GO:0030305
Q9Y251,GO:0031012
Q9Y251,GO:0033690
Q9Y251,GO:0035580
Q9Y251,GO:0043202
Q9Y251,GO:0045121
Q9Y251,GO:0045545
Q9Y251,GO:0046677
Q9Y251,GO:0051797
Q9Y251,GO:0051798
Q9Y251,GO:0051897
Q9Y251,GO:0060055
Q9Y251,GO:0061028
Q9Y251,GO:0061042
Q9Y251,GO:0071806
